source,reference,prediction,bleu,comet
"Berichte, wonach die amerikanische National Security Agency die brasilianische Ölfirma Petrobas ausspioniert und sich Daten amerikanischer Cloud-Anbieter einschließlich Google und Yahoo beschafft hat, haben die Firmenparanoia wegen staatlicher Überwachung auf einen neuen Höchststand gebracht.",Reports that the US National Security Agency spied on Brazilian oil company Petrobras and gained access to data held by US cloud providers including Google and Yahoo have ratcheted corporate paranoia about state surveillance to new highs.,Reports that the U.S. National Security Agency has spied on Brazilian oil company Petrobras and obtained data from American cloud providers including Google and Yahoo have brought corporate paranoia about,40.15,0.8642
"Stephen Szabo: Deutschland unterstützt das, was die Israelis in Gaza getan haben, nicht.",Stephen Szabo: Germany does not support what the Israelis have done in Gaza.,Stephen Szabo: Germany does not support what the Israelis have done in Gaza.,100.0,0.9699
"Doch nach der Anhörung sagte Superintendent Lee Halstead von der Polizei in Lancashire: „Herr Ditta hat den Schritt von einem Strafverteidiger zu einem Kriminellen in dem Moment getan, als er anfing, Drogen von organisierten Kriminellen zu erwerben.“","But after the hearing Supt Lee Halstead from Lancashire Police said: ""Mr Ditta turned from criminal solicitor to a criminal himself the moment he started obtaining drugs from organised criminals.""","But after the hearing, Lancashire Police Superintendent Lee Halstead said: ""Mr Ditta took the step from being a criminal lawyer to being a criminal the moment he started",29.13,0.8158
"""Kinder kommen immer häufiger an diese Produkte, und leider landet ein Prozentsatz von ihnen gehen in der Notaufnahme"", sagte Lopez CNN.","""Kids are getting into these products more frequently, and unfortunately, there's a percentage of them going to the emergency room,"" Lopez told CNN.","""Children are coming in more and more to these products, and unfortunately a percentage of them are ending up in the emergency room,"" Lopez told CNN.",41.11,0.7912
Tom Rosenthal ist seit dem Beginn des Verb im Jahr 2003 ein weiterer langjähriger und treuer Kunde.,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.",Tom Rosenthal has been a regular and loyal customer since the club opened in 2003.,11.98,0.811
Die Forscher untersuchten die medizinische Versorgung der Frauen über sieben Jahre.,The researchers tracked the women's medical journeys across seven years.,The researchers studied the women's medical care over seven years.,26.66,0.8927
Auch in der zweiten Halbzeit blieb der Druck der Heimmannschaft aus und die weiten Abschläge vor den Strafraum wurden von der tschechischen Abwehr erfolgreich abgewehrt.,That was also why there was no pressure from the home team in the first half. Long kicks behind the defence were neatly averted by the Czech defence.,"Even in the second half, the pressure of the home team remained and the long shots in front of the penalty area were successfully blocked by the Czech defence.",17.95,0.8046
"Eine knappe Mehrheit von Donald-Trump-Fans sagt, dass sie sich ihre Meinung gebildet haben.",A bare majority of Donald Trump's supporters say they've made up their minds.,A slim majority of Donald Trump fans say they've made up their minds.,54.45,0.9469
"Sie kamen zwar frei und konnten nach Deutschland zurückkehren, doch laufen in der Türkei noch Prozesse gegen die beiden.","They were released and were able to return to Germany, but the legal processes in Turkey against the two are still ongoing.","They were able to leave freely and return to Germany, but they are still being prosecuted in Turkey.",25.42,0.88
Bei Andrew Lawson wurde Mesotheliom im Alter von 48 Jahren diagnostiziert.,Andrew Lawson was diagnosed with mesothelioma when he was 48.,Andrew Lawson was diagnosed with mesothelioma at the age of 48.,46.92,0.9324
"Gleich vom Beginn der 90er Jahre des vergangenen Jahrhunderts an wurde die Devisenpflicht in die benachbarten westeuropäischen Länder aufgehoben, was eine gewaltige Welle von Kurzbesuchen vor allem nach Wien in Österreich und nach Deutschland hervorrief.","Right at the beginning of 1990, visa requirements for neighbouring West European countries were cancelled. This started a huge wave of short-term visits of chiefly Vienna and Germany.","From the beginning of the 1990s of the last century, the currency obligation was abolished in the neighbouring Western European countries, which caused a huge wave of",13.02,0.6074
"Die Nationale Luft- und Raumfahrtbehörde (NASA) der Vereinigten Staaten gibt morgen, Donnerstag, eine astrobiologische Entdeckung bekannt, die die Theorie von der Existenz außerirdischen Lebens bestätigen könnte.","The National Administration for Space and Aeronautics (NASA) of the United States will present tomorrow, Thursday, an astrobiological discovery, that could prove the theory that there is extraterrestrial life.","The National Aeronautics and Space Administration (NASA) of the United States will announce tomorrow, Thursday, an astrobiological discovery that could confirm the theory of the",41.74,0.8407
"Um die Eckdaten dieser neuen Außenpolitik beurteilen zu können, habe ich den Nachtzug in die türkische Hauptstadt Ankara bestiegen, um einen der führenden Außenpolitikexperten der AKP, den türkischen Abgeordneten Suat Kiniklioglu, zu besuchen.","To gauge the parameters of this new foreign policy, I boarded the night sleeper to the Turkish capital Ankara, to visit one of the AKP's leading foreign policy experts, Turkish MP Suat Kiniklioglu.","In order to assess the cornerstones of this new foreign policy, I took the night train to Ankara, the Turkish capital, to visit one of the leading experts on the",35.45,0.7806
"""Das Interessante dabei war, dass es ihrer Mutter gar nicht seltsam vorkam, dass ihre Tochter 48 Stunden nicht nach Hause kam"", wundert sich der Chefarzt.","""It is interesting that her mother did not find at all strange that she had not seen her daughter for 48 hours,"" said the chief physician.","""What was interesting was that her mother did not find it strange at all that her daughter had not been home for 48 hours,"" the head doctor is amazed.",31.83,0.8532
"Zudem: Seit einer Meniskus-Operation hat die Mittfünfzigerin am eigenen Leib erfahren müssen, was es bedeutet, sich mit Handicap von Stockwerk zu Stockwerk zu bewegen.","Furthermore: Since undergoing a meniscus operation, the lady, in her mid-fifties, has had to experience for herself what it means to move from floor to floor with a disability.","In addition: Since her meniscus operation, the middle-aged woman has had to experience for herself what it means to move from floor to floor with a handicap.",58.07,0.8487
"Der Generalanwalt der USA hat eingegriffen, um die umstrittensten Gesetze auszusetzen.",The United States Attorney General intervened to suspend the most controversial laws.,The US Attorney General has intervened to suspend the most controversial laws.,62.63,0.927
"Der US-Präsident und die First Lady Michelle Obama werden an diesem Abend auch Gastgeber von Xi und seiner Frau Peng Liyuan bei einem Staats-Diner sein, nachdem die beiden Staatsführer bilaterale Gespräche geführt haben.","The U.S. President and First Lady Michelle Obama will also host Xi and his wife Peng Liyuan at a state dinner that evening, after the two leaders have engaged in bilateral talks.","The U.S. president and first lady, Michelle Obama, will also host Xi and his wife, Peng Liyuan, for a state dinner this evening after the two",35.02,0.799
"Der Rückgang bei den Quoten des zweiten Abends von The Chase Australia wird Nine zuversichtlich stimmen, dass Hot-Seat sich letztendlich um 17:30 Uhr durchsetzen wird.",The Chase Australia's second night ratings drop will have Nine quietly confident that Hot Seat will ultimately prevail at 5.30.,The drop-off in ratings of The Chase Australia's second night will give Nine confidence that Hot Seat will ultimately win through at 5.30pm.,32.6,0.8431
"""Das muss jeden einzelnen interessieren, dieses Thema in den Griff zu kriegen"", sagte DFB-Chef Wolfgang Niersbach.","""It is in the interests of everybody to get to grip with this issue,"" says DFB chief Wolfgang Niersbach.","""Everyone should be interested in getting this topic under control,"" said DFB chairman Wolfgang Niersbach.",8.89,0.867
"Mr Dhakal sagte, die Polizei habe Tränengas eingesetzt und dann in die Luft geschossen, bevor sie auf Gummigeschosse zurückgriff.",Mr. Dhakal said the police used tear gas and then fired into the air before resorting to rubber bullets.,Mr Dhakal said the police had used tear gas and then fired into the air before resorting to rubber bullets.,82.43,0.922
Eine spürbare Schwächung beider Parteien der bisherigen großen Koalition und eine deutliche Stärkung der rechtspopulistischen Parteien brachten nach den ersten vorläufigen Ergebnissen die vorgezogenen Parlamentswahlen vom Sonntag in Österreich.,According to the first preliminary results of the early parliament elections in Austria have brought about a perceptible weakening of both parties in the present large coalition and a significant boost for the right-wing populist parties.,A noticeable weakening of both sides of the previous large coalition and a clear strengthening of the right-wing populist parties brought about the early parliamentary elections in Austria on Sunday.,21.15,0.8419
Wegen Nordkoreas Atom- und Raketenprogramm hatte der UN-Sicherheitsrat allein vergangenes Jahr drei Mal Sanktionen gegen das international isolierte Land beschlossen.,"Last year alone, because of North Korea’s nuclear and missile program, the UN Security Council passed sanctions on the internationally isolated country three times.","Due to North Korea's nuclear and missile programs, the UN Security Council has passed three sanctions against the internationally isolated country alone last year.",29.29,0.8805
"Und die Polizei bestellt immer nur solche Mengen dieser Munition, die sie noch vor Ablauf der Gebrauchsdauer verbrauchen kann.",A police orders only such amount of the ammunition that would be used before its expiration.,And the police order only such quantities of ammunition as they can use before the expiry of the shelf-life.,6.44,0.8145
