source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Es enthielt zwei 20-Zoll-lange Spitzen, die von seinen Schultern ragten.",It featured two 20-inch-long spikes which protruded from its shoulders.,It contained two 20-inch-long spikes that protruded from his shoulders.,"It contained two 20-inch spikes, which protruded from his shoulders.","It contained two 20-inch spikes, which protruded from his shoulders.",0.741,38.06,21.36,21.36,-16.700000000000003,0.8746,0.8701,0.8701,-0.0045000000000000595
"Einige Verhandlungen sollten sich angeblich direkt in Montenegro abspielen, aber wer weiß, ob die Fußballgeneralität bis zum Qualifikationsspiel überhaupt komplett sein wird.",Some negotiations are said to have taken place directly in Montenegro; but who knows if the football generality will be complete before the match.,"Some negotiations should apparently take place directly in Montenegro, but who knows if the football generality will be complete until the qualifying match.","Some negotiations are supposed to take place directly in Montenegro, but who knows if the football generality will be complete by the time of the qualifying match.","Some negotiations are supposed to take place directly in Montenegro, but who knows if the football elite will be complete by the time of the qualifying match.Initial analysis: The German ""Fußballgeneralität"" should be ""football elite"" not ""football generality"" - this is a lexical error where the model chose ""generality"" instead of ""elite",0.741,49.44,46.96,15.51,-33.93,0.8347,0.8523,0.594,-0.24070000000000003
"Sie zeigten kulinarische Solidarität, als sie sich mit einem Reporter im Eisenberg's Sandwich Shop zum Abendessen treffen, einem kleinen, schnörkellosem Imbiss im Flatiron District, das bereits seit dem Börsencrash 1929 im Geschäft ist.","Showing some culinary solidarity of their own, they met a reporter for dinner at Eisenberg's Sandwich Shop, a tiny no-frills lunch counter in the Flatiron district that has been in business since the year of the crash, 1929.","They showed culinary solidarity when they met with a reporter at Eisenberg's Sandwich Shop for dinner, a small, unpretentious eatery in the Flatiron District that has been in business since the stock market crash of 1929.","They showed culinary solidarity by having dinner with a reporter in Eisenberg's Sandwich Shop, a small, unpretentious sandwich shop in the Flatiron District, which has been in business since the 1929 stock market crash.","They showed culinary solidarity, dining with a reporter in Eisenberg's Sandwich Shop, a small, unpretentious sandwich shop in the Flatiron District, which has been in business since the 1929 stock market crash.",0.741,29.27,26.08,25.75,-3.5199999999999996,0.8571,0.858,0.8519,-0.005199999999999982
"Öffentlich sagt er bislang nur, er werde sich mit seiner Frau erst einmal eine Wohnung in Zürich suchen.","Publicly, he has only so far that he and his wife will look for a flat in Zurich.","Publicly, he has only said so far that he and his wife will first look for an apartment in Zurich.","So far, he has only said publicly that he and his wife are going to look for a flat in Zurich first.","In public, he has only said",0.741,56.3,45.59,6.42,-49.879999999999995,0.8695,0.8732,0.4167,-0.45280000000000004
"Seitdem jedoch wird jedes Gesundheitsproblem ausgiebig kommentiert. Fans und Journalisten ist nicht entgangen, dass der Sänger auf der Bühne Mühe hatte, sich zu bewegen.","However, since then, every health problem is heavily commented on. Fans and reporters have noticed the singer's trouble in moving around on stage.","Since then, however, every health problem is commented on extensively. Fans and journalists have not failed to notice that the singer had difficulty moving on stage.","However, since then, every health problem has been commented on extensively. Fans and journalists have not failed to notice that the singer had difficulty moving on stage.","Since then, every health problem has",0.741,22.87,33.15,3.53,-19.34,0.8574,0.855,0.4052,-0.45220000000000005
"Die Lobbyvereinigung ""Frankfurt Main Finance"" rechnet mit 10000 neuen Arbeitsplätzen am Main binnen fünf Jahren.","The ""Frankfurt Main Finance"" lobbying group expects to see 10,000 new jobs on the river Main within five years.","The lobby group ""Frankfurt Main Finance"" reckons with 10,000 new jobs on the Main within five years.","The lobby group 'Frankfurt Main Finance' is counting on 10,000 new jobs on the Main in the next five years.","The lobby group ""Frankfurt Main Finance"" expects 10,000 new jobs on the Main in the next five years.",0.741,50.2,23.99,40.68,-9.520000000000003,0.8651,0.8771,0.8831,0.018000000000000016
"Dieser oberflächliche Erfolg wird von dem dominiert, was Psychologen extrinsische Werte nennen; Geld, Image, sozialer Status, alles auf Kosten intrinsischer Werte - unsere innere Sehnsucht nach persönlicher Entwicklung und Freundschaft, die sich auf unsere geistige Gesundheit viel tiefgehender auswirkt.","This superficial success is dominated by what psychologists term extrinsic values; money, image, social status, all at the expense of intrinsic values - our inner yearning for personal growth and friendship - that more deeply impacts our mental health.","This superficial success is dominated by what psychologists call extrinsic values; money, image, social status, everything at the expense of intrinsic values - our inner longing for personal development and friendship, which has a much deeper effect on our mental health.","This superficial success is dominated by what psychologists call extrinsic values; money, image, social status, everything at the expense of intrinsic values - our inner longing for personal development and friendship, which has a much deeper effect on our mental health.","This superficial success is dominated by what psychologists call extrinsic values; money, image, social status, all at the expense of intrinsic values - our inner longing for personal development and friendship, which has a much deeper effect on our mental health.",0.741,56.74,56.74,62.84,6.100000000000001,0.8929,0.8929,0.9023,0.009399999999999964
"Vergangene Woche war der Katastrophenfall aufgehoben worden, der gut eine Woche zuvor am 21. September ausgerufen wurde, weil befürchtet worden war, dass die Flammen durch Wind und Funkenflug angrenzende Wälder und Siedlungen in Gefahr bringen.","Last week, the state of emergency was lifted, which had been proclaimed a week earlier on September 21th, because it had been feared that the flames would spread by wind and flying sparks and thus endanger adjacent forests and settlements.","Last week the catastrophe was lifted, which had been announced a week earlier on September 21, because it was feared that the flames would endanger the surrounding forests and settlements by wind and sparks.","Last week, the catastrophe was lifted, which was declared a week ago on 21 September, because it was feared that the flames would endanger forests and settlements by wind and sparks.","Last week, the catastrophe had been lifted, which had been declared a week earlier on 21 September, because it had been feared to endanger forests and settlements by wind and sparks.Initial analysis: The translation accurately captures the meaning",0.741,35.95,27.37,35.52,-0.4299999999999997,0.7727,0.7783,0.7009,-0.07180000000000009
"Eine neue Rasse der Human Resources Start-ups ist am Wachsen, um Unternehmen dabei zu helfen, herauszufinden, wie sich ihre Mitarbeiter fühlen.",A new breed of human resources start-ups is cropping up to help companies figure out how their employees feel.,A new breed of human resources start-ups is sprouting up to help companies find out how their employees feel.,A new breed of human resources start-ups is springing up to help companies find out how their employees feel.,"A new breed of HR start-ups is springing up, to help companies to find out how their employees feel.Initial analysis: The German ""Rasse"" should be ""breed"" not ""new breed"" - this is a lexical error",0.741,70.77,70.77,19.27,-51.5,0.9558,0.9531,0.6287,-0.32709999999999995
"Das ist besonders wegen der prächtigen Bilder ein Jammer, aber auch, weil sich hinter der prätentiösen bis bluttriefenden Fassade ein bisweilen aufregendes Stück Kino versteckt, das etwas Aufmerksamkeit verdient hat.","This is a shame, particularly because the cinematography is superb, but also because at times there is a stirring work of cinema behind the pretentious, at times bloody façade - and that work of cinema deserves some attention.","It's a shame because of the beautiful pictures, but also because behind the pretentious and blood-stained façade there is sometimes an exciting piece of cinema that deserves some attention.","This is a shame because of the beautiful pictures, but also because behind the pretentious and blood-stained façade there is sometimes an exciting piece of cinema that deserves attention.","This is a shame because of the beautiful pictures, but also because behind the pretentious and blood-stained façade there is sometimes an exciting piece of cinema that deserves attention.",0.741,16.87,17.05,17.05,0.17999999999999972,0.8399,0.8498,0.8498,0.00990000000000002
