source,reference,prediction,bleu,comet
"Der Bailey-Pub im südirischen Cork bebt, weil die Spieler Tischtennisbälle über eine Dreimeterdistanz in Bierbecher werfen - und treffen.","The Bailey Pub in Cork, southern Ireland, is rocking because the table tennis players are throwing ping pong balls into beer glasses over a three metre distance - and scoring.","The Bailey pub in Cork, Ireland, is shaking because players are throwing table tennis balls at beer glasses from a distance of three metres.",12.9,0.813
Und es wird offenbar: Mit dem Risikomanagement im Investmentbanking klappt es offensichtlich immer noch nicht.,One thing is clear - risk management in the investment banking division is still not working.,And it is clear: Risk management in investment banking is still not working.,30.16,0.8902
Ein Mann war nachts mit einem geklauten Wagen in Charlottenburg unterwegs.,A man was driving a stolen car in Charlottenburg at night.,A man was driving a stolen car in Charlottenburg at night.,100.0,0.9598
"Der Gipfel über Kleinstkredite ist nicht nur ein Forum für Debatten, sondern auch eine Plattform zum Anstoß ""zweier grundsätzlicher Ziele"".","The Microcredit Summit arises not only as a forum for debate, but also as a platform that promotes ""two basic goals.""","The summit on microcredit is not only a forum for debate, but also a platform to launch ""two fundamental objectives.""",32.1,0.8858
"Da im Haushaltsjahr 2012 weniger Investitionen als geplant getätigt worden sind, ist auch die Rücklagenzuführung höher ausgefallen.","Because fewer investments were made in the 2012 budgetary year than planned, the reserves also came in higher.","Because less investment was made in the 2012 financial year than had been planned, the provisioning of reserves was also higher.",19.29,0.8688
"Die Kampagne für 150 Millionen Kronen wird im Fernsehen, im Radio, im Kino, im Internet, aber auch auf Flyern laufen.","The 150-million-crown campaign will appear on television, on the radio, in cinemas, on the Internet, but also on flyers.","The campaign will run on television, radio, in cinemas, on the Internet, but also on flyers.",59.21,0.871
Der letzte Schuss kostete dem 31-Jährigen im Olympia-Sprint von Pyeongchang die zum Greifen nahe Medaille.,The 31 year old’s last shot cost him the medal that was within his grasp in the Olympic sprint at Pyeonchang.,The last shot cost the 31-year-old the medal in the Olympic sprint in Pyeongchang.,18.48,0.8
"Der Pfiff ertönte, die Fijis umarmten sich und GB kickte vernichtend geschlagen in den Rasen.","The whistle went, the Fijians embraced and GB hit the turf, thoroughly beaten.","The whistle blew, the Fijis hugged each other and GB were comprehensively beaten.",9.83,0.7927
Patrick Roy trat am Donnerstag als Trainer und Vice President Of Hockey Operations der Colorado Avalanche zurück und führte ein zu geringes Mitbestimmungsrecht beim Entscheidungsprozess des Teams an.,"Patrick Roy resigned as coach and vice president of the hockey operations of the Colorado Avalanche on Thursday, citing a lack of a voice within the team's decision-making process.","Patrick Roy resigned Thursday as coach and vice president of hockey operations for the Colorado Avalanche, citing a lack of input in the team's decision-making process.",47.31,0.8989
"Die Krankheit macht ihre Arbeit: eine unermessliche Schwäche hindert ihn daran, allein auf die Toilette zu gehen und sogar selbst zu essen.","The disease is doing its work: huge weakness which prevents him going to the toilet alone, and even eating alone.",The disease is doing its work: an inexhaustible weakness prevents him from going to the bathroom alone and even from eating.,37.76,0.8515
"Jetzt haben Forscher herausgefunden, dass die ersten Erkenntnisse des unglaublichen Nashorns eines kanadischen Bergarbeiters so gut erhalten wurden, dass Experten es als ""Mona Lisa der Dinosaurier"" beschrieben haben.",Now researchers have revealed the first findings from the incredible rhino-sized creature found by a Canadian miner were so well preserved experts have described it as 'the Mona Lisa of dinosaurs'.,"Now, researchers have found that the first evidence of the incredible dinosaur was so well preserved that experts have described it as the ""Mona Lisa of dinosaurs.""",22.5,0.8318
Nach Vancura ist ein solches Verhalten gesetzwidrig und im Widerspruch mit den Anforderungen des Europäischen Gerichtshofes.,According to Jančura this is illegal and in contravention of the principles of the European Court of Justice.,"According to Vancura, such behaviour is illegal and contrary to the requirements of the European Court.",21.56,0.8463
"In Workshops wurde gebatikt, schöne Schmuckstücke aus Perlen und Steinen erschaffen oder aus Holz ein Römische-Mühle-Spiel hergestellt.","During workshops, children could practise baktik, make beautiful jewellery with pearls and stones, or create a Roman windmill game from wood.","In workshops, beautiful jewellery was created from pearls and stones, or a Roman mill game was made from wood.",24.44,0.7572
"Bei zukünftigen diplomatischen Verhandlungen könnte sich die Hamas als Akteur erweisen, der selbst von Israel und den Vereinigten Staaten nicht herausgedrängt werden kann.",In future diplomacy Hamas may emerge as an actor that cannot be shut out even by Israel and America.,"In future diplomatic negotiations, Hamas could emerge as an actor that neither Israel nor the United States can push aside.",20.33,0.8539
"Mit einigen von ihnen konnten wir bereits Verhandlungsfortschritte erreichen"", so der Pressesprecher der Gruppe Pavel Kaidl.","We have already been able to make progress in the negotiations with some of them,"" said the group's spokesman, Pavel Kaidl.","We have already made progress in negotiations with some of them,"" said the spokesman for the group, Pavel Kaidl.",50.52,0.9176
Am Samstag versammelten sich Hunderte im Zentrum von Newport zu einem Anti-Nato-Marsch.,"On Saturday, hundreds gathered in Newport city centre for an anti-Nato march.",Hundreds gathered in the centre of Newport for an anti-Nato march on Saturday.,24.02,0.9283
"Selbstverständlich wurde Rafael Correa von Chávez und Morales, aber auch von seinem chilenischen Gleichgesinnten Michelle Bachelet beglückwünscht.","As of course, Rafael Correa was congratulated by Chavez and Morales but also by his Chilean counterpart Michelle Bachelet.","Of course, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean counterpart Michelle Bachelet.",68.92,0.9165
"Der Pflichtverteidiger, Carlos Maceda, erklärte, sie könne sich nicht an den Ablauf des Sachverhalts erinnern, ""und sie habe nicht die Absicht gehabt, dem Kleinen Schaden zuzufügen.""","Carlos Maceda, the appointed lawyer, explained that he does not remember how the facts occurred, ""nor that he had the intention to cause any minor pain.""","The defendant, Carlos Maceda, said that he could not remember the sequence of events, ""and he did not intend to harm the child.""",8.64,0.8233
"Auch ihre Kollegen im Kreis Jeseník mussten in der Nacht heraus, laut ihren Angaben sind die Straßen bis in die Höhenlagen nach chemischer Behandlung frei und nass.","Their Jesenik counterparts also made an outing overnight; the roads all the way to the highest altitudes are now clear and wet following the chemical treatment, according to them.","Their colleagues in the Jeseník region also had to go out in the night, according to them, the roads are free and wet up to the heights after chemical treatment.",12.66,0.7686
"Neben Rebic stand auch der vom FC Liverpool ausgeliehene Brasilianer Allan das erste Mal in der Anfangsformation der Frankfurter, die schwungvoll begannen.","Besides Rebic, the Brazilian Allan, on loan from Liverpool FC, was called up to Frankfurt’s starting eleven for the first time and the team got off to a dynamic start.","Besides Rebic, the Brazilian Allan, on loan from Liverpool, was also in the starting line-up for the first time.",37.25,0.8078
Erst kurz vor der Sommerpause hat der Kreistag 41 neue Stellen in der Verwaltung durchgewinkt.,"Shortly before the Summer recess, the district assembly rubber-stamped 41 new posts in the administration.",It was only shortly before the summer break that the district council approved 41 new posts in the administration.,35.08,0.7707
"Doch wer genauer hinschaut, entdeckt im Parkdeck D2 eine durch Metallgitterstäbe abgetrennte archäologische Fundstelle.","However, anyone who takes a closer look on parking level D2 will discover an archaeological site, cordoned off by metal railings.","But a closer look reveals an archaeological site in the D2 car park, separated from the rest by metal grating.",12.15,0.8162
"""Wenn Sie früher versuchten, Menschen der britischen Nationalpartei zu befragen, war es sehr schwer, sie zu identifizieren.""","""Before, when you tried to survey people from the British National Party, it would be very difficult to identify them.""","""If you tried to interview people from the British National Party in the past, it was very difficult to identify them.""",49.76,0.9081
"Die Fahrer der Linie RER, die über jahrelange Berufserfahrung verfügen, beziehen einen Bruttolohn von 2.200 bis 2.700 Euro sowie einen Lohnzuschlag von 600 bis 650 Euro für Schichtdienste sowie Sonn- und Feiertage.","The RER drivers, all in the later stages of their careers, are paid a gross salary of 2200 to 2700 euros as well as 600 to 650 euros of bonus pay for split shifts, Sundays and holidays.","The drivers of the RER, who have years of professional experience, receive a gross salary of 2,200 to 2,700 euros and a bonus of 600 to 650 euros for shifts and weekends.",14.5,0.8171
